100.00 ,89.58 ,98.96 ,98.54 ,100.00 ,97.42 
93.13 ,98.75 ,92.50 ,96.25 ,100.00 ,96.13 
92.71 ,81.04 ,87.71 ,100.00 ,75.00 ,87.29 
88.96 ,93.13 ,97.71 ,96.46 ,100.00 ,95.25 
75.00 ,100.00 ,100.00 ,100.00 ,87.08 ,92.42 
100.00 ,93.33 ,91.88 ,100.00 ,90.00 ,95.04 
100.00 ,100.00 ,99.79 ,72.29 ,76.04 ,89.62 
100.00 ,85.63 ,100.00 ,94.17 ,78.96 ,91.75 
92.29 ,92.08 ,100.00 ,88.33 ,90.83 ,92.71 
93.13 ,100.00 ,87.29 ,75.00 ,100.00 ,91.08 
87.50 ,98.54 ,100.00 ,100.00 ,99.58 ,97.13 
92.50 ,98.33 ,100.00 ,91.04 ,88.13 ,94.00 
90.63 ,92.92 ,87.50 ,99.17 ,93.75 ,92.79 
87.50 ,100.00 ,91.25 ,87.50 ,76.46 ,88.54 
97.92 ,80.00 ,89.38 ,99.58 ,94.58 ,92.29 
100.00 ,92.08 ,100.00 ,91.67 ,96.25 ,96.00 
,,,,,93.09 
